Calendar Year,Park Name,Cause of Death,Injury Category,Sex,Age Range,Outcome
2015,Gateway National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal injury
2015,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal injury
2015,North Cascades National Park,Environmental,Unintentional,Male,45-54,Fatal injury
2015,Lake Mead National Recreation Area,Drowning,Unintentional,Male,65+,Fatal injury
2015,Yellowstone National Park,Wildlife/Animal,Unintentional,Male,55-64,Fatal injury
2015,Yosemite National Park,Fall,Unintentional,Male,35-44,Fatal injury
2015,Yosemite National Park,Medical Death,Medical,Male,65+,Fatal injury
2015,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal injury
2015,Sleeping Bear DunesNational Lakeshore,Motor Vehicle Crash,Unintentional,Female,65+,Fatal injury
2015,Yellowstone National Park,Fall,Unintentional,Male,Undetermined,Fatal injury
2015,Yosemite National Park,Environmental,Unintentional,Male,15-24,Fatal injury
2015,Yosemite National Park,Environmental,Unintentional,Male,15-24,Fatal injury
2015,Buffalo National River,Motor Vehicle Crash,Unintentional,Male,0-14,Fatal injury
2015,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Male,45-54,Fatal injury
2015,Gateway National Recreation Area,Drowning,Unintentional,Male,0-14,Fatal injury
2015,Suitland,Motor Vehicle Crash,Unintentional,Female,25-34,Fatal injury
2015,Buffalo National River,Drowning,Unintentional,Male,25-34,Fatal injury
2015,New River Gorge National River,Undetermined,Undetermined,Female,25-34,Fatal injury
2015,Missouri National Recreational River,Drowning,Unintentional,Male,15-24,Fatal injury
2015,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal injury
2015,Cuyahoga Valley National Park,Medical Death,Medical,Male,65+,Fatal injury
2015,Wrangell - St Elias National Park & Reserve,Medical Death,Medical,Male,65+,Fatal injury
2015,Shenandoah National Park,Fall,Unintentional,Male,65+,Fatal injury
2015,Grand Teton National Park,Fall,Unintentional,Female,25-34,Fatal injury
2015,Grand Teton National Park,Fall,Unintentional,Female,25-34,Fatal injury
2015,Glen Canyon National Recreation Area,Medical Death,Medical,Male,55-64,Fatal injury
2015,Golden Gate National Recreation Area,Fall,Unintentional,Male,65+,Fatal injury
2015,Amistad National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal injury
2015,Gateway National Recreation Area,Medical Death,Medical,Male,65+,Fatal injury
2015,Yosemite National Park,Fall,Unintentional,Male,15-24,Fatal injury
2015,Great Falls Park,Drowning,Unintentional,Male,15-24,Fatal injury
2015,Denali National Park & Preserve,Drowning,Unintentional,Female,25-34,Fatal injury
2015,Golden Gate National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal injury
2015,National Capital Parks-East,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2015,Cape Lookout National Seashore,Drowning,Unintentional,Male,65+,Fatal injury
2015,Whiskeytown National Recreation Area,Drowning,Unintentional,Male,55-64,Fatal injury
2015,Suitland,Motor Vehicle Crash,Unintentional,Female,45-54,Fatal injury
2015,Obed Wild & Scenic River,Drowning,Unintentional,Male,45-54,Fatal injury
2015,Chesapeake & Ohio Canal National Historical Park,Drowning,Unintentional,Male,0-14,Fatal injury
2015,National Mall & Memorial Parks,Medical Death,Medical,Male,55-64,Fatal injury
2015,Yosemite National Park,Undetermined,Undetermined,Male,35-44,Fatal injury
2015,Blue Ridge Parkway,Medical Death,Medical,Male,55-64,Fatal injury
2015,Big South Fork National River and Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,55-64,Fatal injury
2015,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Female,25-34,Fatal injury
2015,Anacostia Park,Medical Death,Medical,Male,65+,Fatal injury
2015,Grand Canyon National Park,Environmental,Unintentional,Male,15-24,Fatal injury
2015,Zion National Park,Fall,Unintentional,Female,15-24,Fatal injury
2015,Lake Mead National Recreation Area,Fall,Unintentional,Male,15-24,Fatal injury
2015,Zion National Park,Environmental,Unintentional,Male,45-54,Fatal injury
2015,Zion National Park,Environmental,Unintentional,Male,55-64,Fatal injury
2015,Zion National Park,Environmental,Unintentional,Male,55-64,Fatal injury
2015,Zion National Park,Environmental,Unintentional,Female,55-64,Fatal injury
2015,Zion National Park,Environmental,Unintentional,Female,45-54,Fatal injury
2015,Zion National Park,Environmental,Unintentional,Male,55-64,Fatal injury
2015,Zion National Park,Environmental,Unintentional,Male,55-64,Fatal injury
2015,Badlands National Park,Undetermined,Undetermined,Female,Undetermined,Fatal injury
2015,Sequoia & Kings Canyon National Parks,Medical Death,Medical,Male,45-54,Fatal injury
2015,Great Smoky Mountains National Park,Medical Death,Medical,Male,25-34,Fatal injury
2015,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal injury
2015,Presidio of San Francisco,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2015,Colorado National Monument,Fall,Unintentional,Female,65+,Fatal injury
2015,Yosemite National Park,Medical Death,Medical,Male,65+,Fatal injury
2015,Olympic National Park,Medical Death,Medical,Male,35-44,Fatal injury
2015,Glen Canyon National Recreation Area,Medical Death,Medical,Male,65+,Fatal injury
2015,Rocky Mountain National Park,Fall,Unintentional,Male,25-34,Fatal injury
2015,Zion National Park,Fall,Unintentional,Male,45-54,Fatal injury
2015,Gateway National Recreation Area,Drowning,Unintentional,Male,35-44,Fatal injury
2015,Gateway National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal injury
2015,Colorado National Monument,Medical Death,Medical,Male,65+,Fatal injury
2015,Suitland,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal injury
2015,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal injury
2015,Yosemite National Park,Medical Death,Medical,Male,55-64,Fatal injury
2015,Yosemite National Park,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal injury
2015,Delaware Water Gap National Recreation Area,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal injury
2015,Glen Canyon National Recreation Area,Poisoning,Unintentional,Male,55-64,Fatal injury
2015,Redwood National and State Parks,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2015,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal injury
2015,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Female,25-34,Fatal injury
2015,Golden Gate National Recreation Area,Poisoning,Unintentional,Male,55-64,Fatal injury
2015,Prince William Forest Park,Medical Death,Medical,Male,65+,Fatal injury
2015,Gettysburg National Military Park,Medical Death,Medical,Male,55-64,Fatal injury
2015,Fort Washington Park,Homicide,Intentional,Female,35-44,Fatal injury
2015,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2015,Sequoia & Kings Canyon National Parks,Medical Death,Medical,Male,65+,Fatal injury
2015,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal injury
2015,Point Reyes National Seashore,Drowning,Unintentional,Male,55-64,Fatal injury
2015,Point Reyes National Seashore,Drowning,Unintentional,Male,45-54,Fatal injury
2015,Olympic National Park,Medical Death,Medical,Male,55-64,Fatal injury
2015,Lincoln Memorial,Medical Death,Medical,Female,45-54,Fatal injury
2015,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal injury
2015,National Mall & Memorial Parks,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal injury
2015,Yosemite National Park,Fall,Unintentional,Male,25-34,Fatal injury
2015,Lake Mead National Recreation Area,Undetermined,Undetermined,Male,35-44,Fatal injury
2015,Lake Mead National Recreation Area,Poisoning,Unintentional,Male,65+,Fatal injury
2015,Yosemite National Park,Fall,Unintentional,Female,25-34,Fatal injury
2015,National Mall & Memorial Parks,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal injury
2015,Canaveral National Seashore,Medical Death,Medical,Male,65+,Fatal injury
2015,Death Valley National Park,Medical Death,Medical,Male,55-64,Fatal injury
2015,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,15-24,Fatal injury
2015,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Male,25-34,Fatal injury
2015,National Mall & Memorial Parks,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2015,Gateway National Recreation Area,Medical Death,Medical,Male,35-44,Fatal injury
2015,Hawaii Volcanoes National Park,Motor Vehicle Crash,Unintentional,Female,15-24,Fatal injury
2015,Glacier National Park,Medical Death,Medical,Male,65+,Fatal injury
2015,Presidio of San Francisco,Drowning,Unintentional,Female,15-24,Fatal injury
2015,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Female,15-24,Fatal injury
2015,Golden Gate National Recreation Area,Environmental,Unintentional,Male,55-64,Fatal injury
2015,Coronado National Memorial,Environmental,Unintentional,Female,35-44,Fatal injury
2015,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2015,Chickamauga & Chattanooga National Military Park,Undetermined,Undetermined,Male,55-64,Fatal injury
2015,Valley Forge National Historical Park,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2015,San Francisco Maritime National Historical Park,Medical Death,Medical,Male,55-64,Fatal injury
2015,Anacostia Park,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal injury
2015,Yosemite National Park,Medical Death,Medical,Female,55-64,Fatal injury
2015,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal injury
2015,Gateway National Recreation Area,Medical Death,Medical,Male,Undetermined,Fatal injury
2015,Yellowstone National Park,Medical Death,Medical,Male,65+,Fatal injury
2016,Lake Mead National Recreation Area,Medical Death,Medical,Male,65+,Fatal injury
2016,Cuyahoga Valley National Park,Medical Death,Medical,Male,55-64,Fatal injury
2016,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2016,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2016,Yosemite National Park,Medical Death,Medical,Female,45-54,Fatal injury
2016,Golden Gate National Recreation Area,Drowning,Unintentional,Male,35-44,Fatal injury
2016,Rocky Mountain National Park,Fall,Unintentional,Male,55-64,Fatal injury
2016,Grand Canyon National Park,Medical Death,Medical,Male,55-64,Fatal injury
2016,Glen Canyon National Recreation Area,Medical Death,Medical,Male,45-54,Fatal injury
2016,Pictured Rocks National Lakeshore,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,45-54,Fatal injury
2016,George Washington Memorial Parkway,Medical Death,Medical,Male,65+,Fatal injury
2016,Scotts Bluff National Monument,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2016,Hot Springs National Park,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2016,Amistad National Recreation Area,Drowning,Unintentional,Male,35-44,Fatal injury
2016,Rocky Mountain National Park,Medical Death,Medical,Female,35-44,Fatal injury
2016,Padre Island National Seashore,Drowning,Unintentional,Male,15-24,Fatal injury
2016,Rock Creek Park,Undetermined,Undetermined,Male,Undetermined,Fatal injury
2016,Zion National Park,Fall,Unintentional,Male,35-44,Fatal injury
2016,Big South Fork National River and Recreation Area,Undetermined,Undetermined,Male,25-34,Fatal injury
2016,Ozark National Scenic Riverways,Motor Vehicle Crash,Unintentional,Female,45-54,Fatal injury
2016,Big Cypress National Preserve,Medical Death,Medical,Male,65+,Fatal injury
2016,Mount Rainier National Park,Environmental,Unintentional,Male,55-64,Fatal injury
2016,Boston National Historical Park,Medical Death,Medical,Male,55-64,Fatal injury
2016,Yosemite National Park,Medical Death,Medical,Male,65+,Fatal injury
2016,Chesapeake & Ohio Canal National Historical Park,Drowning,Unintentional,Male,45-54,Fatal injury
2016,Castillo De San Marcos National Monument,Medical Death,Medical,Male,45-54,Fatal injury
2016,New River Gorge National River,Drowning,Unintentional,Male,45-54,Fatal injury
2016,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal injury
2016,Everglades National Park,Drowning,Unintentional,Male,65+,Fatal injury
2016,Grand Canyon National Park,Medical Death,Medical,Male,65+,Fatal injury
2016,Gulf Islands National Seashore,Drowning,Unintentional,Male,0-14,Fatal injury
2016,Lake Mead National Recreation Area,Medical Death,Medical,Male,45-54,Fatal injury
2016,Shenandoah National Park,Medical Death,Medical,Male,45-54,Fatal injury
2016,Buffalo National River,Medical Death,Medical,Male,55-64,Fatal injury
2016,Lake Mead National Recreation Area,Drowning,Unintentional,Male,55-64,Fatal injury
2016,Hot Springs National Park,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2016,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal injury
2016,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Female,45-54,Fatal injury
2016,Great Smoky Mountains National Park,Medical Death,Medical,Male,55-64,Fatal injury
2016,Great Smoky Mountains National Park,Drowning,Unintentional,Male,55-64,Fatal injury
2016,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal injury
2016,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2016,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2016,Delaware Water Gap National Recreation Area,Poisoning,Unintentional,Male,25-34,Fatal injury
2016,Shenandoah National Park,Fall,Unintentional,Male,65+,Fatal injury
2016,Denali National Park & Preserve,Fall,Unintentional,Male,15-24,Fatal injury
2016,Buck Island Reef National Monument,Medical Death,Medical,Male,55-64,Fatal injury
2016,Glacier National Park,Drowning,Unintentional,Male,25-34,Fatal injury
2016,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal injury
2016,Chattahoochee River National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal injury
2016,Blue Ridge Parkway,Drowning,Unintentional,Male,15-24,Fatal injury
2016,Lake Roosevelt National Recreation Area,Undetermined,Undetermined,Male,25-34,Fatal injury
2016,Cuyahoga Valley National Park,Motor Vehicle Crash,Unintentional,Male,15-24,Fatal injury
2016,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2016,Channel Islands National Park,Drowning,Unintentional,Male,55-64,Fatal injury
2016,Colonial National Historical Park,Undetermined,Undetermined,Male,65+,Fatal injury
2016,Big Bend National Park,Medical Death,Medical,Male,35-44,Fatal injury
2016,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Male,45-54,Fatal injury
2016,Denali National Park & Preserve,Medical Death,Medical,Male,65+,Fatal injury
2016,Grand Canyon National Park,Medical Death,Medical,Female,65+,Fatal injury
2016,Lake Mead National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal injury
2016,Little River Canyon National Preserve,Drowning,Unintentional,Male,35-44,Fatal injury
2016,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Female,45-54,Fatal injury
2016,Big Bend National Park,Fall,Unintentional,Male,15-24,Fatal injury
2016,Sequoia & Kings Canyon National Parks,Medical Death,Medical,Male,25-34,Fatal injury
2016,Gateway National Recreation Area,Medical Death,Medical,Male,65+,Fatal injury
2016,Yosemite National Park,Medical Death,Medical,Male,45-54,Fatal injury
2016,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal injury
2016,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Male,15-24,Fatal injury
2016,National Mall & Memorial Parks,Undetermined,Undetermined,Male,45-54,Fatal injury
2016,Padre Island National Seashore,Homicide,Intentional,Male,25-34,Fatal injury
2016,Blue Ridge Parkway,Medical Death,Medical,Male,55-64,Fatal injury
2016,Yosemite National Park,Medical Death,Medical,Male,45-54,Fatal injury
2016,Grand Canyon National Park,Fall,Unintentional,Male,65+,Fatal injury
2016,Denali National Park & Preserve,Fall,Unintentional,Male,35-44,Fatal injury
2016,Glacier Bay National Park & Preserve,Drowning,Unintentional,Male,45-54,Fatal injury
2016,Glacier Bay National Park & Preserve,Drowning,Unintentional,Male,65+,Fatal injury
2016,Lake Mead National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal injury
2016,Grand Canyon National Park,Medical Death,Medical,Male,65+,Fatal injury
2016,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Female,35-44,Fatal injury
2016,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2016,Big South Fork National River and Recreation Area,Drowning,Unintentional,Male,0-14,Fatal injury
2016,Yosemite National Park,Drowning,Unintentional,Male,55-64,Fatal injury
2016,Denali National Park & Preserve,Undetermined,Undetermined,Male,15-24,Fatal injury
2016,Yellowstone National Park,Fall,Unintentional,Male,15-24,Fatal injury
2016,Acadia National Park,Fall,Unintentional,Male,65+,Fatal injury
2016,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2016,Death Valley National Park,Environmental,Unintentional,Male,55-64,Fatal injury
2016,Glen Canyon National Recreation Area,Other,Unintentional,Male,35-44,Fatal injury
2016,Yosemite National Park,Drowning,Unintentional,Male,55-64,Fatal injury
2016,Buffalo National River,Drowning,Unintentional,Female,25-34,Fatal injury
2016,Santa Monica Mountains National Recreation Area,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2016,Grand Teton National Park,Medical Death,Medical,Male,55-64,Fatal injury
2016,Catoctin Mountain Park,Medical Death,Medical,Male,65+,Fatal injury
2016,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Female,55-64,Fatal injury
2016,Denali National Park & Preserve,Undetermined,Undetermined,Male,65+,Fatal injury
2016,Golden Gate National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal injury
2016,Yosemite National Park,Drowning,Unintentional,Male,15-24,Fatal injury
2016,Great Smoky Mountains National Park,Medical Death,Medical,Female,45-54,Fatal injury
2016,Blue Ridge Parkway,Medical Death,Medical,Male,65+,Fatal injury
2016,Grand Teton National Park,Other,Unintentional,Female,65+,Fatal injury
2016,Sleeping Bear DunesNational Lakeshore,Drowning,Unintentional,Male,35-44,Fatal injury
2016,Chattahoochee River National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal injury
2016,Mount Rushmore National Memorial,Medical Death,Medical,Female,55-64,Fatal injury
2016,Dinosaur National Monument,Drowning,Unintentional,Female,55-64,Fatal injury
2016,Arches National Park,Environmental,Unintentional,Male,45-54,Fatal injury
2016,Grand Canyon National Park,Fall,Unintentional,Male,15-24,Fatal injury
2016,Golden Gate National Recreation Area,Undetermined,Undetermined,Male,25-34,Fatal injury
2016,Olympic National Park,Medical Death,Medical,Female,65+,Fatal injury
2016,Colonial National Historical Park,Homicide,Intentional,Male,15-24,Fatal injury
2016,Acadia National Park,Medical Death,Medical,Male,35-44,Fatal injury
2016,Lava Beds National Monument,Medical Death,Medical,Male,65+,Fatal injury
2016,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Female,45-54,Fatal injury
2016,Yosemite National Park,Medical Death,Medical,Female,65+,Fatal injury
2016,Blue Ridge Parkway,Medical Death,Medical,Female,65+,Fatal injury
2016,Lyndon B Johnson National Historical Park,Medical Death,Medical,Female,65+,Fatal injury
2016,Sleeping Bear DunesNational Lakeshore,Drowning,Unintentional,Male,65+,Fatal injury
2016,Yosemite National Park,Drowning,Unintentional,Male,15-24,Fatal injury
2016,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2016,Delaware Water Gap National Recreation Area,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal injury
2016,Colonial National Historical Park,Drowning,Unintentional,Male,25-34,Fatal injury
2016,Grand Canyon National Park,Fall,Unintentional,Female,35-44,Fatal injury
2016,Biscayne National Park,Drowning,Unintentional,Male,25-34,Fatal injury
2016,National Mall & Memorial Parks,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal injury
2016,National Mall & Memorial Parks,Motor Vehicle Crash,Unintentional,Female,15-24,Fatal injury
2016,Yosemite National Park,Fall,Unintentional,Male,35-44,Fatal injury
2016,Lake Mead National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal injury
2016,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Male,65+,Fatal injury
2016,Olympic National Park,Medical Death,Medical,Male,45-54,Fatal injury
2016,Lake Mead National Recreation Area,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2016,Suitland,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal injury
2016,Blue Ridge Parkway,Environmental,Unintentional,Male,45-54,Fatal injury
2016,Gateway National Recreation Area,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal injury
2016,Little River Canyon National Preserve,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal injury
2016,Little River Canyon National Preserve,Motor Vehicle Crash,Unintentional,Female,15-24,Fatal injury
2016,Suitland,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal injury
2016,Dinosaur National Monument,Fall,Unintentional,Female,65+,Fatal injury
2016,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2016,Cape Hatteras National Seashore,Drowning,Unintentional,Male,65+,Fatal injury
2016,Glacier National Park,Medical Death,Medical,Male,45-54,Fatal injury
2016,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2016,Cape Hatteras National Seashore,Drowning,Unintentional,Male,65+,Fatal injury
2016,Grand Teton National Park,Fall,Unintentional,Male,35-44,Fatal injury
2016,Yosemite National Park,Other,Unintentional,Male,65+,Fatal injury
2016,Lake Mead National Recreation Area,Medical Death,Medical,Male,65+,Fatal injury
2016,Gulf Islands National Seashore,Drowning,Unintentional,Male,65+,Fatal injury
2016,Yosemite National Park,Medical Death,Medical,Male,55-64,Fatal injury
2016,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Male,65+,Fatal injury
2016,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2016,Glen Canyon National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,15-24,Fatal injury
2016,Mojave National Preserve,Undetermined,Undetermined,Male,65+,Fatal injury
2016,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Male,15-24,Fatal injury
2016,New River Gorge National River,Medical Death,Medical,Male,65+,Fatal injury
2016,Golden Gate National Recreation Area,Undetermined,Undetermined,Male,25-34,Fatal injury
2016,Anacostia Park,Undetermined,Undetermined,Female,Undetermined,Fatal injury
2016,Gateway National Recreation Area,Homicide,Intentional,Female,25-34,Fatal injury
2016,Curecanti National Recreation Area,Undetermined,Undetermined,Male,55-64,Fatal injury
2016,Gateway National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal injury
2016,Yellowstone National Park,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2016,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal injury
2016,Indiana Dunes National Park,Poisoning,Unintentional,Male,35-44,Fatal injury
2016,Blue Ridge Parkway,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,65+,Fatal injury
2016,Crater Lake National Park,Medical Death,Medical,Male,45-54,Fatal injury
2016,Great Smoky Mountains National Park,Medical Death,Medical,Male,65+,Fatal injury
2016,Apostle Islands National Lakeshore,Drowning,Unintentional,Male,15-24,Fatal injury
2016,Cape Hatteras National Seashore,Drowning,Unintentional,Female,55-64,Fatal injury
2016,Joshua Tree National Park,Environmental,Unintentional,Female,55-64,Fatal injury
2016,Mount Rainier National Park,Medical Death,Medical,Male,45-54,Fatal injury
2016,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal injury
2016,Lake Mead National Recreation Area,Drowning,Unintentional,Male,65+,Fatal injury
2016,Golden Gate National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal injury
2016,Olympic National Park,Drowning,Unintentional,Male,65+,Fatal injury
2016,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal injury
2016,Big Thicket National Preserve,Drowning,Unintentional,Male,65+,Fatal injury
2016,Gateway National Recreation Area,Medical Death,Medical,Male,55-64,Fatal injury
2016,Arches National Park,Medical Death,Medical,Male,65+,Fatal injury
2016,Glen Canyon National Recreation Area,Drowning,Unintentional,Female,25-34,Fatal injury
2016,Assateague Island National Seashore,Medical Death,Medical,Female,65+,Fatal injury
2016,Yellowstone National Park,Fall,Unintentional,Female,15-24,Fatal injury
2016,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Female,55-64,Fatal injury
2016,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Male,15-24,Fatal injury
2016,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Female,55-64,Fatal injury
2016,Sequoia & Kings Canyon National Parks,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2016,Lake Mead National Recreation Area,Other,Unintentional,Male,45-54,Fatal injury
2016,Lake Mead National Recreation Area,Undetermined,Undetermined,Female,55-64,Fatal injury
2016,Death Valley National Park,Environmental,Unintentional,Female,35-44,Fatal injury
2016,Assateague Island National Seashore,Drowning,Unintentional,Male,45-54,Fatal injury
2016,Glacier National Park,Fall,Unintentional,Male,55-64,Fatal injury
2016,Suitland,Motor Vehicle Crash,Unintentional,Male,15-24,Fatal injury
2016,Grand Teton National Park,Fall,Unintentional,Male,15-24,Fatal injury
2016,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal injury
2016,Blue Ridge Parkway,Environmental,Unintentional,Male,Undetermined,Fatal injury
2016,Acadia National Park,Motor Vehicle Crash,Unintentional,Male,15-24,Fatal injury
2016,Missouri National Recreational River,Drowning,Unintentional,Male,15-24,Fatal injury
2016,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal injury
2016,Chattahoochee River National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal injury
2016,Sleeping Bear DunesNational Lakeshore,Drowning,Unintentional,Male,15-24,Fatal injury
2016,Yosemite National Park,Fall,Unintentional,Male,15-24,Fatal injury
2016,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Female,25-34,Fatal injury
2016,Wind Cave National Park,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2016,Cape Hatteras National Seashore,Drowning,Unintentional,Male,65+,Fatal injury
2016,Cape Hatteras National Seashore,Drowning,Unintentional,Male,45-54,Fatal injury
2016,Blue Ridge Parkway,Homicide,Intentional,Female,0-14,Fatal injury
2016,Blue Ridge Parkway,Homicide,Intentional,Undetermined,Undetermined,Fatal injury
2016,Yosemite National Park,Medical Death,Medical,Female,65+,Fatal injury
2016,Glen Canyon National Recreation Area,Drowning,Unintentional,Female,0-14,Fatal injury
2016,Yellowstone National Park,Undetermined,Undetermined,Undetermined,Undetermined,Fatal injury
2016,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal injury
2016,Grand Canyon National Park,Drowning,Unintentional,Male,25-34,Fatal injury
2016,Canyonlands National Park,Fall,Unintentional,Female,25-34,Fatal injury
2016,Great Smoky Mountains National Park,Fall,Unintentional,Female,65+,Fatal injury
2016,Gateway National Recreation Area,Undetermined,Undetermined,Female,Undetermined,Fatal injury
2016,Everglades National Park,Undetermined,Undetermined,Male,45-54,Fatal injury
2016,Yosemite National Park,Medical Death,Medical,Female,55-64,Fatal injury
2016,Buffalo National River,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal injury
2016,Saguaro National Park,Environmental,Unintentional,Male,55-64,Fatal injury
2016,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Male,15-24,Fatal injury
2016,Lake Mead National Recreation Area,Drowning,Unintentional,Male,35-44,Fatal injury
2016,Crater Lake National Park,Medical Death,Medical,Male,55-64,Fatal injury
2016,Yellowstone National Park,Medical Death,Medical,Male,65+,Fatal injury
2016,Curecanti National Recreation Area,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal injury
